"","HOME","ROAD","GAME.DATE","SPREAD","H.PTS","R.PTS","Diff","sprError","VegDiffPred","VegHPred","VegRPred","PredDifflm01","PredDifflm02","PredHlm01","PredHlm02","PredRlm01","PredRlm02","dpcalm","Hpcalm","Rpcalm","PredDiffRF","PredHRF","PredRRF","PredDiffXGB","PredHXGB","PredRXGB","PredDiffglm","PredHglm","PredRglm"
"810","CHA","DET",2014-02-19,-3,116,98,-18,-15,-2.74049083767941,101.687671868917,98.9635498408017,-3.79167145549197,-3.88756721832793,99.8744736602059,99.2877180807364,99.1409898336615,98.6328125032179,-3.16856648306187,99.4643049683435,98.8030578910128,-4.56143537414966,97.6731768707483,99.6287176870748,-5.73566865921021,98.8466491699219,98.564208984375,-3.61702710143097,100.475725996872,98.6860840645691
"811","CLE","DET",2014-04-09,-7,122,100,-22,-15,-6.61857024620423,107.335690561666,100.668915766699,-1.65159963075164,-0.870057193578517,99.4770712221092,99.3329684239263,100.304368109994,99.4372438950634,-2.20129998633973,100.903956905013,101.151646501658,-3.93904761904762,100.782197278912,102.021238095238,-3.09410429000854,103.646270751953,102.621269226074,-1.84232394321805,102.520840183823,100.796151671452
"814","SAC","ORL",2014-12-06,-6,96,105,9,15,-5.64905039407303,101.196539808678,95.5528179890064,-6.91447060669194,-7.34051399854707,100.316534814608,100.056189596152,94.3784893585948,95.0431480400945,-7.39720201191062,101.145962168529,94.6217617563452,-4.52186054421769,102.32919047619,96.3668299319728,-4.22245693206787,98.3100738525391,95.4771575927734,-6.14722400779743,101.656783489765,97.2634221017879
"817","WAS","CHI",2015-01-09,-1,102,86,-16,-15,-0.801451133416999,98.4953134773627,97.7454313223034,-2.29198132085706,-0.529198231091441,101.979340388218,101.962367887657,97.966846729741,97.1536008618559,-3.52414754269926,101.57168853815,97.5894365527208,0.0737074829931971,101.016870748299,98.2539489795918,4.88839817047119,99.5088729858398,95.9094390869141,-3.32245601524949,101.007528318451,98.6344116506531
"821","GSW","BOS",2015-01-25,-18,114,111,-3,15,-17.2832886196475,115.439369555611,97.989055026003,-14.6762351933284,-15.2449555201798,114.641266659469,113.612863477618,99.2869561783821,99.2625868541003,-14.1327876929126,114.810590694981,100.030698547339,-13.0663469387755,117.208959183673,97.2372040816326,-9.89290428161621,119.760719299316,96.4008178710938,-11.3995903520618,112.151052491713,100.077428438422
"824","DET","CHI",2015-02-20,6,100,91,-9,-15,5.98518783150144,94.0751249352109,100.1816683593,0.125510039827812,0.315366935829511,99.5101876911449,100.110763474503,99.5303947140432,99.8770737512271,1.01575445106291,98.1705393864523,99.8122675943585,2.9407619047619,98.0197006802721,101.095119047619,3.0807831287384,98.9366607666016,98.932487487793,0.528001722624222,99.267747265315,100.120741269135
"825","MIA","PHX",2015-03-02,-2,115,98,-17,-15,-1.7709709855482,104.388898200232,102.617905396297,-1.1853063689272,-0.558728361948542,101.739997057049,101.143740381822,100.364736904229,99.9890822403548,-2.22768860716027,102.821387696791,99.6574199895838,-1.88412244897959,102.228707482993,100.467676870748,-2.16090750694275,103.35693359375,101.808540344238,-1.67416841187787,102.001104401542,99.9535096826355
"826","CHA","SAC",2015-03-11,-8,106,113,7,15,-7.58809009833544,106.353426441188,98.719926137102,-2.47443616758073,-3.19265934871983,102.387398060056,101.017697719242,98.4031755351786,97.1297419584073,-2.95581101933983,101.59968979169,98.0523680479855,-5.53022448979592,104.62849659864,99.6362006802721,-2.20616674423218,104.47338104248,99.8768157958984,-3.49548438773974,102.249761181437,99.0512033353504
"830","CHA","BOS",2015-03-30,-3,104,116,12,15,-2.74049083767941,99.4775775978408,96.7709365075047,-1.56028523439997,-1.52575784351832,99.7501273106641,99.0896436367716,97.3756000490558,96.4798628909673,-2.39232512266485,99.1432789054876,96.9504307884105,-1.80236054421769,96.7801768707483,96.8465850340136,1.0663298368454,101.973907470703,99.5052261352539,-1.80994132748256,100.055863799362,98.2296284965185
"843","BOS","HOU",2017-01-25,4,120,109,-11,-15,4.04614812723903,112.492577194177,116.504456507178,0.819415471588991,1.30010790681256,113.270409074563,114.154785012468,112.087469110599,112.387028981294,0.747915270778507,112.688191424633,112.327538044706,2.03966666666667,111.451646258503,113.814421768708,4.33785676956177,109.965156555176,111.10572052002,-0.73725623365347,110.805577835106,108.927942652051
"846","CHI","TOR",2017-02-14,4,105,94,-11,-15,4.04614812723903,102.915502019514,107.003132062891,0.785107840506493,1.19365256603432,102.633440004674,102.110138588693,105.065237320455,105.161155647924,2.06663960219985,104.491487820469,106.226069304853,3.45340476190476,104.788020408163,107.260408163265,4.75405979156494,106.286590576172,107.565414428711,0.733300413808776,104.689744334577,105.59188247271
"851","DEN","CLE",2017-03-22,2,126,113,-13,-15,2.10710842297662,112.983709254416,115.04271428498,-0.900439474317175,-1.11522501989966,113.908647867747,114.842205231334,110.748171191387,112.37734076214,-2.02755722514991,114.515848412575,110.580896542102,-0.779619047619047,116.246591836735,110.761993197279,-0.030648447573185,114.463432312012,100.561538696289,-1.00669630768831,112.041960263629,108.822553069753
"856","MIL","MIN",2013-12-28,7.5,95,117,22,14.5,7.43946760969825,98.2497474472431,105.785013544392,7.75885429800932,9.32904983164366,97.8730948180384,96.8184161925017,106.218342735171,107.602437655258,7.04681519770598,99.5831733072808,106.024428567672,5.46580612244898,97.2956734693877,104.30806462585,7.02949094772339,99.3522491455078,100.089500427246,2.84207636852148,100.839724438586,102.88933829313
"864","MIA","DEN",2014-03-14,-10.5,107,111,4,14.5,-10.0118897286635,112.738143224296,102.617905396297,-5.6776535482713,-6.58853718301894,107.675258049882,106.387455011482,104.038725615765,104.456081001033,-8.88690408551871,108.978801566054,103.149922216316,-8.83147619047619,107.133428571429,100.103176870748,-6.3556809425354,106.771339416504,101.470512390137,-7.94696390255229,107.501109729566,101.71034721891
"865","CHA","MIN",2014-03-14,2.5,105,93,-12,-14.5,2.59186834904222,101.933237899036,104.566895025894,0.227526912883397,-0.342894037069927,103.554615690533,103.105559262223,102.849127252566,101.493563668336,0.497503667591243,102.075936012953,103.032657644491,-4.36810884353741,100.859013605442,97.3830340136054,-5.41422128677368,101.768653869629,100.097076416016,-0.40849471547014,102.569703517498,101.72949149898
"868","MIA","IND",2014-11-12,-8.5,75,81,6,14.5,-8.07285002440104,98.2497474472431,90.1930965076136,-7.38280385613809,-6.92809933541254,98.9155340333352,99.2849348772933,94.4949127439099,95.5788111616817,-8.59184165968274,98.2771209844335,92.8115961008988,-4.53843197278912,101.566129251701,94.4980170068027,-1.76664161682129,102.123184204102,95.3670654296875,-8.49557300025979,100.260932323312,94.8121655287985
"875","DEN","MIA",2014-12-10,-5.5,102,82,-20,-14.5,-5.16429046800742,104.143332170112,98.9635498408017,0.16027983153766,0.941279351734427,101.168187502075,103.147870762555,98.8109463724148,98.7436199407331,-0.146965056937657,100.056682299339,97.4679683332777,-0.898649659863946,98.8291496598639,98.7340204081633,1.40156948566437,100.318778991699,97.7778701782227,-1.14340970876535,102.357042244104,99.8458723046867
"877","CHA","UTA",2014-12-20,-3.5,104,86,-18,-14.5,-3.22525076374501,99.2320115677213,96.0400653964057,-1.91463415421191,-1.47890543821494,96.9310477191746,95.7037912240198,95.4514719593778,94.8653771284064,-0.168780779580258,96.0734243382867,96.53817780555,0.888775510204081,94.1169523809524,100.945176870748,2.45028257369995,98.020133972168,97.2426834106445,0.145214294659863,98.5880723821639,98.8296322325677
"880","BOS","CHA",2015-01-05,-5.5,95,104,9,14.5,-5.16429046800742,102.178803929156,97.0145602112044,-4.45033846251044,-4.8042105990301,102.30754383147,101.958770979278,97.9207213877613,96.9690557129608,-4.73645460308639,102.532820709701,98.4203506787381,-6.35142517006803,100.078700680272,96.7961598639455,-5.76879405975342,102.585556030273,96.3401870727539,-5.78768859709422,102.806890751031,98.973557763295
"882","LAL","CHI",2015-01-29,9.5,123,118,-5,-14.5,9.37850731396066,92.8472947846132,102.374281692597,4.8076743405139,5.51842732899042,99.1972589222562,99.0536847447768,103.061783511675,102.79368687897,4.49128018536764,99.0623406354731,103.271411744317,3.59681292517007,96.4286258503402,103.853003401361,3.0807831287384,94.2662811279297,102.083778381348,3.18627814660366,99.4898314930559,102.233675170962
"885","LAL","MIL",2015-02-27,6.5,101,93,-8,-14.5,6.46994775756704,93.3384268448523,99.9380446556004,2.85681077796716,-0.238519637090248,96.4575096650941,97.6397703772401,99.8041703679764,99.3598790077108,3.28155554756029,97.5494669589996,100.724970939192,-1.16106802721089,99.3028843537415,98.3940850340136,-1.08059322834015,96.3250350952148,95.3499145507812,2.44268121291435,99.282102352044,100.447480448235
"888","CHI","TOR",2015-03-20,-1.5,108,92,-16,-14.5,-1.2862110594826,100.214275688199,98.9635498408017,-0.433397879339478,0.0723992487502069,101.843400639858,101.82302933337,100.499939213418,100.855794011506,-0.865456946919525,102.686352627899,100.839543460318,-2.3569693877551,102.815829931973,99.6083911564626,-1.22876381874084,101.917900085449,96.9135665893555,-2.36436373368965,102.524589164404,100.836958891601
"889","OKC","MIA",2015-03-22,-3.5,93,75,-18,-14.5,-3.22525076374501,108.072388652025,104.810518729594,-5.8340573227018,-6.3543766619475,105.79818426442,105.251818941522,98.5204555635772,98.2820413802811,-4.99818377305251,104.545365559018,98.5535500982078,-2.84986054421769,105.354272108844,97.6348639455783,-2.95916199684143,109.233268737793,98.6538543701172,-4.0050184601708,103.336818012152,99.7557557337245
"891","IND","CHA",2015-04-03,-4.5,93,74,-19,-14.5,-4.19477061587622,99.2320115677213,95.065570581607,-5.54191431864361,-5.17920421843128,99.1662279023989,99.0742386153082,95.4386579984104,96.3459008338203,-3.79509491721132,98.2658610186529,95.796784429593,-4.2898843537415,98.4963265306122,98.3681020408163,-2.95916199684143,99.3357009887695,95.6734466552734,-3.61277228047269,99.3879188191289,97.7019214904299
"905","NYK","POR",2016-03-01,4.5,85,104,19,14.5,4.53090805330463,102.669935989395,107.24675576659,0.871970828733344,1.21687201227465,102.126521975369,101.468924664994,103.316330115971,103.303441487597,0.00627115391214464,102.385791775399,103.473897722023,0.76854081632653,102.211401360544,103.418503401361,-0.716135859489441,102.020835876465,102.845497131348,-0.827423250687485,102.684906453735,102.632978189727
"906","IND","SAS",2016-03-07,6.5,99,91,-8,-14.5,6.46994775756704,94.56625699545,101.156163174099,5.93048279022138,6.18066825548134,97.1158890195922,97.2900377618085,100.695121334491,99.8995100754522,6.02483506275987,97.3199372258977,101.386539033806,7.14112244897959,94.753619047619,100.03169047619,5.82012176513672,94.4215469360352,96.4509201049805,3.80721524874643,99.0113024135176,101.673775842641
"915","POR","HOU",2016-11-27,1.5,114,130,16,14.5,1.62234849691101,112.001445133938,113.580972062782,3.05112201479029,3.01178286988422,111.070317068778,111.710590244864,112.420634360808,112.708579060932,2.00871496137288,111.900474552172,113.482980463186,4.50179931972789,111.963428571429,113.464350340136,6.23598670959473,110.904640197754,113.497207641602,0.410919459288497,110.505104860148,110.031804724758
"921","ORL","CHA",2016-12-28,4.5,101,120,19,14.5,4.53090805330463,100.214275688199,104.810518729594,2.71300214722456,3.46361300412537,102.037971698481,102.189380555444,104.037506066588,104.317384867635,3.48498382962944,101.727125499812,104.430048710762,4.09733333333334,103.118891156463,103.191006802721,4.10432004928589,101.85710144043,104.257804870605,0.626831114651452,103.631446747111,103.486050936616
"924","HOU","ATL",2017-02-02,-9.5,108,113,5,14.5,-9.04236987653224,117.403897796567,108.221250581389,-10.0831922234887,-10.6794565099765,118.314973649942,120.137220167817,108.746609354599,109.181293236618,-8.44829958632847,118.725195823875,109.202492723617,-7.47210544217687,114.624231292517,107.470527210884,1.52800846099854,117.848190307617,109.017082214355,-5.66281236091124,114.064187671157,106.574324429268
"928","GSW","MIL",2017-03-18,-10.5,117,92,-25,-14.5,-10.0118897286635,112.738143224296,102.617905396297,-9.59413985695622,-9.05939082746063,113.662543644985,114.701628820783,103.38532060193,103.250330090961,-8.49540802645191,112.895349882547,103.835746334863,-8.9902619047619,110.95587755102,101.65968707483,-7.91920471191406,117.204948425293,101.917304992676,-7.4466018170857,110.784372755786,103.744330951205
"930","NYK","MIA",2017-03-29,2.5,88,105,17,14.5,2.59186834904222,102.669935989395,105.297766136993,2.5828261034357,2.82006250654585,106.101480851808,105.864567642918,105.707562485423,106.048809353596,0.980242239197263,105.152995654287,106.209512997697,0.768132653061224,105.908639455782,105.443268707483,0.474075376987457,107.524871826172,103.320991516113,-0.795322929168638,105.496076943682,104.326143504694
"936","UTA","HOU",2013-12-02,8,109,103,-6,-14,7.92422753576385,97.2674833267649,105.297766136993,10.7818018626314,11.7940512106784,94.4463234399189,96.915413995526,104.883761114586,104.728723817822,12.1362859759419,95.4237461063294,104.660848870962,9.27480612244898,95.1984421768707,105.598289115646,6.72193098068237,97.6379318237305,109.102264404297,9.1544525736745,96.9537513255648,103.302806182304
"938","LAL","PHI",2013-12-29,-7,104,111,7,14,-6.61857024620423,112.492577194177,105.785013544392,-6.08325682786206,-7.37968969275902,111.993484930112,111.017242258681,104.910561871199,105.874097405064,-5.30671075170892,110.213074225682,104.899386955859,-7.51467346938776,104.576020408163,103.301119047619,-5.73566865921021,110.664543151855,104.322219848633,-5.39970971751909,108.635759246079,102.805694037364
"940","OKC","BKN",2014-01-02,-12,93,95,2,14,-11.4661695068603,107.335690561666,95.796441692706,-12.1289293922751,-12.0130342335652,105.993602996782,105.791086123621,93.0820950403045,92.724293538165,-12.4373695115574,106.30537987806,92.7516396800069,-13.1200850340136,107.729530612245,95.4129115646259,-10.0805339813232,107.672668457031,94.2572250366211,-10.5143605914254,105.597124096404,95.947406453682
"941","OKC","BOS",2014-01-05,-9,119,96,-23,-14,-8.55760995046664,101.933237899036,93.3602046557093,-10.5485075441333,-9.60093771654018,104.026789965379,103.883882368082,93.083569997377,92.3804529977461,-11.5174461996796,104.123222352757,93.0278403864487,-12.1666360544218,105.399659863946,94.8106700680272,-11.4078874588013,102.693618774414,92.6760940551758,-9.54615982407529,103.307833491161,95.4345189693287
"942","ATL","IND",2014-01-08,4,97,87,-10,-14,4.04614812723903,92.1105966942545,96.2836891001054,3.58794528607999,3.82154916972734,92.6033284784236,92.2123432257235,94.6393479515308,93.9162699449215,3.21323006292766,93.2742522944032,95.9253050982813,-0.116302721088436,97.4105646258504,93.4131666666667,1.11872696876526,86.6976318359375,92.0230560302734,1.80206672237043,96.2427616622445,96.8760633434516
"946","LAC","ATL",2014-03-08,-15,109,108,-1,14,-14.3747290632539,118.140595886926,103.592400211095,-10.7999254107488,-10.1358863966128,110.95570307277,111.666756758733,98.6420067155559,97.9412349965466,-10.4793839503945,111.966955576286,99.2160023178434,-8.34970408163265,109.714659863946,97.2442755102041,-4.90020275115967,104.144439697266,97.8338394165039,-7.62673467561468,109.876199793409,99.8576708454167
"951","LAL","TOR",2014-11-30,7,129,122,-7,-14,6.95470768363264,101.196539808678,108.221250581389,11.7656227516055,13.5726333455886,102.083876011205,103.498158684147,113.095509486806,112.420880011806,10.8569028144122,101.136937672842,111.78830087432,8.06257482993197,97.9993469387756,109.645761904762,6.39455032348633,93.9730834960938,107.328826904297,6.8076919643472,101.996944568634,108.670916317666
"952","HOU","MEM",2014-12-03,5,105,96,-9,-14,5.01566797937023,92.6017287544936,97.7454313223034,0.73880768069441,0.384610895085928,95.7579600790723,96.2476634390249,96.6233085723644,96.5130195291334,0.499855624029849,96.1132817216359,96.3808652926336,0.357571428571428,95.4924149659865,98.0337210884354,-0.210101962089539,97.0736770629883,97.3397598266602,-0.0721401768631337,97.4736437928831,97.4454012225252
"954","DAL","MIL",2014-12-07,-9,125,102,-23,-14,-8.55760995046664,110.036916892981,101.399786877798,-8.58832650439114,-8.78981258566805,109.574557664609,110.647687423565,101.837625732659,102.77173344767,-6.88791430308713,108.37780823714,102.671237925434,-3.66086734693877,104.547544217687,103.619955782313,-7.25355434417725,105.914710998535,98.3112411499023,-6.38698295207811,107.616891534452,101.460315896152
"955","BKN","CLE",2014-12-08,8,88,110,22,14,7.92422753576385,94.56625699545,102.617905396297,4.12834036399009,4.93134358219739,94.919412177537,95.1918968737947,99.0739073657923,99.4088242840783,3.1940472035885,95.7491924413707,99.3274149831002,4.147,96.5826054421769,100.184768707483,3.75921225547791,95.7310028076172,98.5878219604492,1.2182137829586,97.743988714925,100.146965911731
"956","CHI","BKN",2014-12-10,-11,105,80,-25,-14,-10.4966496547291,101.933237899036,91.411215026112,-6.55967960562028,-7.18580027596462,102.605723871046,102.166469016632,95.338639284654,94.9901755400091,-7.31926290139337,104.078385699208,95.4342492916123,-8.68310884353741,105.152469387755,94.2100204081633,-10.4365072250366,103.950141906738,95.4537124633789,-6.31090240525037,103.486049266674,97.066553648274
"957","SAS","LAL",2014-12-12,-12,110,112,2,14,-11.4661695068603,109.054652772503,97.5018076186037,-15.8378106234209,-16.4536195207142,109.528567179996,109.523711513587,95.1549901190475,95.4621748958254,-15.5281981803098,108.950877769584,94.7234608677522,-14.0159013605442,109.219340136054,96.2714047619048,-12.6547451019287,118.642547607422,95.825439453125,-12.1754855402251,106.850146270782,97.342871927822
"960","CHA","ORL",2014-12-27,-6,94,102,8,14,-5.64905039407303,97.0219172966454,91.411215026112,-5.46078402381624,-5.17892374523753,97.6146760679674,97.2853172166373,91.0296170255698,92.6343783478253,-4.91878385919066,97.2271791839582,91.7492027560219,-6.25897278911565,96.5445034013606,94.8441292517007,-1.38358592987061,97.496696472168,94.9365921020508,-2.89571419724,98.9949446187677,95.368375395395
"963","NOP","DEN",2015-01-28,-6,85,93,8,14,-5.64905039407303,104.388898200232,98.719926137102,-7.04060511911581,-7.03645524466708,105.427112412465,104.552809439686,97.6305806298079,97.4684182284134,-7.39354693994436,104.612160520658,97.2649633693079,-8.01794557823129,105.266204081633,94.9585170068027,-5.95843410491943,102.592361450195,98.5563049316406,-6.1484726657274,104.518473856227,98.0988726635027
"966","DEN","UTA",2015-03-27,-2,107,91,-16,-14,-1.7709709855482,96.0396531761672,94.334699470508,0.960154966552672,0.841507381864605,97.9016542741562,98.3580970445606,97.8158464620092,97.9622735863896,2.21997493360824,95.9017036393771,97.6525740693512,2.85021088435374,94.7511020408164,95.6735170068028,3.10682010650635,98.0251693725586,94.3477554321289,0.802411609424078,98.2774812683637,98.1673267596953
"968","BOS","MIL",2015-04-03,-5,101,110,9,14,-4.67953054194182,99.9687096580799,95.3091942853067,-1.40059265299011,-2.35672211512674,102.624775761987,103.785887134187,98.1997400617658,97.4961819828262,-1.05564887352122,100.079981332845,98.0371562598034,-3.96322789115646,100.864149659864,97.8107380952381,-2.80835771560669,96.7607803344727,98.0191192626953,-1.75978751203273,101.33349038472,98.7233692895479
"970","ATL","CHA",2015-04-10,-10,104,80,-24,-14,-9.52712980259785,100.950973778558,91.411215026112,-10.7090414730142,-10.7675983809642,101.32659751298,102.019821787027,91.0770871116857,90.4322127998379,-10.06220618982,100.657788228883,91.6535892128284,-12.3805612244898,105.167911564626,92.2625646258503,-14.3474826812744,100.917839050293,92.0440216064453,-8.94192080054865,102.275424260439,94.5103185030397
"974","MIA","BOS",2015-11-30,-4,95,105,10,14,-3.71001068981062,98.4953134773627,94.8219468779074,-3.97608931405851,-4.25584349098968,100.256194470716,100.252279867484,95.2514350413851,94.4451833723055,-5.59504180808805,99.1880407023849,95.1559389052967,-5.95730612244898,100.588027210884,97.2966326530612,-6.53126382827759,100.783248901367,100.740142822266,-5.09918479482899,100.365359094149,95.9155540650717
"976","ATL","TOR",2015-12-02,-4,86,96,10,14,-3.71001068981062,100.459841718319,96.7709365075047,-2.95634818151807,-3.20836490841476,100.797166846407,100.372719795852,97.7596744971126,98.0046696216455,-2.14449594814022,100.691702570749,98.957599124298,-2.05066666666667,103.277605442177,97.0238095238096,-2.43012475967407,101.52018737793,96.7167892456055,-2.83217279023069,101.992541229859,99.532043430597
"978","MEM","WAS",2015-12-14,-3,112,95,-17,-14,-2.74049083767941,102.178803929156,99.4507972482011,-0.307377841947717,0.0825881787683025,101.482714512167,101.029225964779,104.064927760864,104.153609544353,-0.347812516077895,101.316448428409,102.006871028205,1.60596258503401,102.50306122449,102.81574829932,-2.80056071281433,101.82194519043,102.059646606445,-1.15235978501713,102.638702180941,102.290087961266
"981","SAS","NYK",2016-01-08,-15,100,99,-1,14,-14.3747290632539,105.862294380949,91.411215026112,-17.013781000347,-16.367272894564,107.763322716363,106.129402829231,91.1291259215062,90.9450316159348,-16.279483543985,106.310703744708,91.0223191955228,-15.1481530612245,109.104714285714,92.2887278911564,-10.8695621490479,105.450103759766,91.4948120117188,-11.9922113280521,105.485260335801,94.7084597108687
"982","MEM","HOU",2016-01-12,2,91,107,16,14,2.10710842297662,97.2674833267649,99.4507972482011,-1.65131903756786,-0.643499672671703,100.713567197485,101.00825456489,99.7656846277718,100.153205779971,-1.93531456531506,100.660162535339,98.9483910659633,-2.4635612244898,99.0668775510204,101.378323129252,-5.75304269790649,98.4816818237305,104.572273254395,-2.02328072147604,101.482154424597,99.9034186828675
"985","PHI","GSW",2016-01-30,17,105,108,3,-14,16.6499062049447,100.705407748439,117.478951321977,16.1326820142272,17.0467465784205,101.440168587002,102.038273345331,115.999574197935,116.827234621768,17.0028019302559,100.434155221918,115.670613654883,8.90907823129252,100.980761904762,119.024170068027,8.29787540435791,97.148063659668,115.904479980469,11.8792737646161,101.475382343085,110.596261673903
"986","OKC","NOP",2016-02-11,-12,121,95,-26,-14,-11.4661695068603,114.948237495372,103.348776507396,-9.83398906392564,-9.6376932869119,115.341488520397,114.058828151254,102.261091394434,102.900990495643,-10.0071024645393,112.010158082548,101.476381677123,-8.09243197278911,110.91931292517,102.503258503401,-7.56823205947876,111.209121704102,103.783317565918,-9.07560720198699,110.042687730291,101.748853353941
"990","IND","CHI",2016-11-05,-3,111,94,-17,-14,-2.74049083767941,106.598992471308,103.836023914795,5.94315166221098,6.89523256628136,109.55079922631,109.94038912683,115.357583186728,117.241839094955,6.85331908186807,109.530398281587,116.718856950259,5.82986394557823,109.912965986395,114.797020408163,3.0807831287384,106.018539428711,113.013511657715,3.42231203255108,108.172175815058,110.984006085038
"994","DEN","MIA",2016-11-30,-6,98,106,8,14,-5.64905039407303,105.37116232071,99.6944209519007,-3.15619814761724,-2.96557221561643,104.380682624938,104.16982376795,102.045914524397,101.865470015121,-3.46703541665657,105.863461097426,102.65576670275,-3.61795578231292,105.195863945578,101.96993877551,-1.79771971702576,104.920989990234,102.489112854004,-3.22527530675475,105.51397551019,102.364363826093
"996","LAC","NOP",2016-12-10,-14,133,105,-28,-14,-13.4052092111227,107.090124531547,93.603828359409,-12.0555222745483,-12.6270026043449,110.141824411655,110.066132866687,99.2891999636945,100.788730402753,-12.0503738970604,111.60749860307,99.353817082695,-11.3173401360544,109.888557823129,101.057204081633,-8.24526786804199,108.479110717773,99.4400100708008,-9.66785572964851,109.193203289603,100.546278740355
"1000","CHI","OKC",2017-01-09,1,94,109,15,14,1.13758857084541,104.880030260471,106.028637248092,-4.13681902166644,-3.78651601464988,108.140250191973,107.151174377681,103.993639961673,104.483467893949,-1.64086545906462,107.430370823828,106.12774565984,-0.0110408163265304,109.05243537415,105.057027210884,-2.00724625587463,109.289688110352,100.905326843262,-1.84811608421147,106.358792096899,104.530441847547
"1010","LAC","SAC",2017-03-26,-13,97,98,1,14,-12.4356893589915,112.001445133938,99.4507972482011,-8.28701995105526,-7.95719378931783,110.899083575084,111.843572216068,101.683115745818,102.459788115051,-10.0181691142282,112.269299258067,100.924607261453,-7.88291836734694,111.931197278912,99.8586870748299,-6.07211112976074,110.213684082031,102.226150512695,-7.23557674643699,110.567840114482,101.878620566788
"1013","HOU","BOS",2013-11-19,-10.5,109,85,-24,-13.5,-10.0118897286635,108.072388652025,97.989055026003,-7.68781713576361,-6.01737453696221,108.588868052794,109.324127139645,100.861589968406,101.243137727257,-8.94155546667286,110.174224230818,102.543022352117,-7.30369727891157,105.655027210884,99.080343537415,-5.90338802337646,105.68522644043,102.15747833252,-8.12506718660065,107.016490363585,101.124931877086
"1020","CLE","NOP",2014-01-28,-2.5,89,100,11,13.5,-2.25573091161381,98.4953134773627,96.2836891001054,-0.741479963823134,-1.42940590421154,98.6189040072942,98.576619090204,97.0040323587924,97.0892857333053,-0.127129064194236,98.8787950493134,97.9694347264719,1.80230952380952,98.4126870748299,100.406034013605,3.97843980789185,96.1593856811523,100.994262695312,0.274294641643073,99.5875122726659,99.1315931056452
"1025","CLE","SAS",2014-03-04,7.5,101,122,21,13.5,7.43946760969825,98.2497474472431,105.785013544392,4.01269303140948,3.54790929254294,99.1680451310933,99.3428427715699,100.205131882851,99.4870054477057,4.55545998288831,99.320645134864,100.86869476354,2.78276530612245,99.1396190476191,102.135221088435,2.80313062667847,96.5470657348633,102.472320556641,4.39122335745436,99.4689178102269,101.244541491176
"1031","MEM","LAC",2014-11-23,-2.5,107,91,-16,-13.5,-2.25573091161381,100.459841718319,98.2326787297027,-4.73053687223529,-3.57676273289367,100.240244692664,99.3803194537213,95.3735571549642,94.9908494162281,-6.89000820255356,101.559891069933,94.3094615471805,-2.73354081632653,100.973850340136,99.5807891156462,-7.94847583770752,102.185516357422,92.9953842163086,-5.40151694027337,102.120977449404,97.808030225343
"1034","BOS","ORL",2014-12-17,-3.5,109,92,-17,-13.5,-3.22525076374501,101.933237899036,98.719926137102,-6.27784266041882,-5.78834578084709,104.052854158939,103.348476268312,96.5129334104955,96.8417745757138,-5.16251195869203,102.658604878413,97.4622966144822,-5.40086054421769,101.175074829932,98.5180884353742,-7.62905216217041,100.199920654297,97.0372009277344,-4.74051600904531,102.765522543506,99.033407505718
"1044","GSW","CHI",2015-01-27,-11.5,111,113,2,13.5,-10.9814095807947,112.492577194177,101.399786877798,-11.4246253918043,-11.9395096623113,112.509913468761,110.567203761657,99.747784472679,99.8161055864388,-10.6173771341411,112.182043185184,100.249934777109,-14.358112244898,109.221476190476,98.7118197278912,-9.89290428161621,110.840133666992,94.7178802490234,-8.99616788832296,109.705697745459,100.121910256128
"1046","POR","SAS",2015-02-25,-2.5,111,95,-16,-13.5,-2.25573091161381,99.2320115677213,97.0145602112044,-2.58534732254416,-2.53126467053508,101.085478915385,100.871534552242,96.7350840244297,96.5982203700199,-2.31660723967789,99.9786304286302,96.9913212613895,-3.58106802721088,102.714782312925,96.8590068027211,-3.09343719482422,102.707153320312,97.72802734375,-2.91147611357352,101.200958910086,98.0668709975499
"1047","ORL","CHA",2015-03-01,1.5,83,98,15,13.5,1.62234849691101,91.865030664135,93.603828359409,-4.24421984382957,-4.20161310604435,95.8115840430398,97.1849172845437,92.079427783517,91.3568387662116,-2.44593286795018,95.4083913191815,93.201495380519,0.169646258503402,96.8574761904762,94.6249047619047,4.06844568252563,98.0551681518555,94.4979782104492,-1.84209667013388,98.1196580224062,95.8364877827335
"1048","DAL","MEM",2015-03-20,-2.5,101,112,11,13.5,-2.25573091161381,99.7231436279604,97.5018076186037,-5.20590700052432,-5.93246699082439,104.329114693617,104.126048540678,96.7685753321853,97.2685593760811,-3.06143944007532,102.319098082003,98.2958357476035,-5.51256462585034,103.35162585034,95.4297891156463,-3.69931793212891,103.294410705566,94.5397796630859,-3.81575580632005,102.954194954071,98.8301671374204
"1049","BOS","DET",2015-03-22,-5.5,97,105,8,13.5,-5.16429046800742,101.196539808678,96.0400653964057,-2.74286513598939,-2.37828372280711,100.109616071033,99.8518658005173,98.1007521927728,97.876059002296,-2.66599757232972,99.5812924559592,98.3323636444121,-6.01371088435374,99.9144693877551,95.0398537414966,-7.52576780319214,102.631546020508,97.4991989135742,-3.49576222066144,101.484523456854,98.8465305875101
