"","HOME","ROAD","GAME.DATE","SPREAD","H.PTS","R.PTS","Diff","sprError","VegDiffPred","VegHPred","VegRPred","PredDifflm01","PredDifflm02","PredHlm01","PredHlm02","PredRlm01","PredRlm02","dpcalm","Hpcalm","Rpcalm","PredDiffRF","PredHRF","PredRRF","PredDiffXGB","PredHXGB","PredRXGB","PredDiffglm","PredHglm","PredRglm"
"2315","CHI","SAC",2015-02-10,-11,104,86,-18,-7,-10.4966496547291,104.143332170112,93.603828359409,-7.75696697293831,-7.30745146069666,103.562574548757,102.681049871411,95.9744121412518,96.1789669354574,-8.1051544315297,104.539695190075,96.4175371967032,-6.86446258503401,104.979455782313,96.3351394557823,-9.5181303024292,107.560272216797,94.9146347045898,-6.83373496643874,103.912581701278,97.407557859672
"2316","LAC","HOU",2015-03-15,-5,98,100,2,7,-4.67953054194182,109.300218802623,104.566895025894,-5.68961978010098,-5.85758137004656,105.0637177416,105.589451853132,102.168139785116,102.147867051698,-5.79406667630252,106.092210384756,101.823391318243,-5.50204421768708,106.85068707483,101.95712244898,-6.84314966201782,105.921226501465,103.40062713623,-4.42783221132512,105.598575535937,101.158784855928
"2317","WAS","POR",2015-03-16,-1,105,97,-8,-7,-0.801451133416999,99.7231436279604,98.9635498408017,-1.7321457642193,-2.21561721956206,100.462642211149,100.658554689544,97.5475260271433,97.5242587508966,-2.14491298815359,100.29583667567,98.4249989728751,-2.56788095238095,100.042768707483,98.2996904761905,-1.80232679843903,97.4625549316406,92.931266784668,-1.4882470385431,100.499581524638,99.4262123904258
"2325","PHI","LAL",2015-03-30,-5,111,113,2,7,-4.67953054194182,98.7408795074822,94.0910757668083,0.777187562213136,-0.818722789901147,97.3502791121948,96.9785937064904,99.2833438629743,99.7889936036338,1.35134300320164,97.3099654047501,99.0875316218291,-0.789517006802722,99.3238231292517,98.1058367346939,-2.62466740608215,99.8364410400391,96.3909530639648,-0.347632875703402,98.8993218349754,99.3809544634156
"2331","NYK","CHA",2015-11-17,-1,102,94,-8,-7,-0.801451133416999,98.7408795074822,97.989055026003,1.49499564728088,2.14632906376783,99.4186618033616,98.2992111674888,99.2178447617753,99.9864049501294,-0.30582050936528,98.3712857143616,97.2956312922233,-1.1047925170068,98.1086054421769,100.455816326531,-1.54244697093964,99.3141784667969,101.702934265137,-1.21684330583998,100.471943633536,99.1863453751428
"2332","MIN","ATL",2015-11-25,3,99,95,-4,-7,3.07662827510782,101.933237899036,105.054142433293,0.563537070884993,0.369302716063366,100.982806174611,100.523255968526,100.48865498244,101.392140681493,-0.233710110186427,102.100228354045,101.129455899838,-0.96470068027211,100.057408163265,102.714979591837,3.15565800666809,100.34952545166,97.8165283203125,-0.300333395167839,102.326465297853,101.709163809459
"2337","DEN","ORL",2015-12-08,4,74,85,11,7,4.04614812723903,97.758615387004,101.887034285198,4.14629527390533,4.80739974505061,97.1990400339246,97.6670127324755,102.659442804737,101.990445569688,3.67468410899186,97.1443814321321,102.411074109894,3.97404761904762,95.3817210884353,104.598278911565,6.60192394256592,99.3720779418945,102.84496307373,1.52575864150509,99.0022109766326,101.829607811722
"2339","DAL","MEM",2015-12-18,-2,97,88,-9,-7,-1.7709709855482,99.9687096580799,98.2326787297027,-4.45958623169022,-4.79109275302337,100.572650828553,101.012377810872,97.9697837574527,98.4805549690839,-6.88366740539572,101.784770444002,96.3457673830574,-7.66338095238094,102.715707482993,97.6464965986395,-6.64845085144043,99.8254623413086,94.8738021850586,-5.76684956472255,102.745061740827,98.7087131183974
"2341","UTA","MEM",2016-01-02,2,92,87,-5,-7,2.10710842297662,91.6194646340155,93.8474520631087,-1.45006151777662,-0.84768121854997,95.6446629301954,95.5376538584018,95.9631447387934,95.7269343831351,-2.86230759336275,95.9572229142651,94.4125706528231,-4.49047278911564,97.1762925170068,94.5392040816327,-2.95916199684143,95.5682754516602,93.0654373168945,-3.12726444390622,98.7418477887329,96.8054207002332
"2342","WAS","TOR",2016-01-08,2,88,97,9,7,2.10710842297662,100.459841718319,102.617905396297,1.30474781323338,2.04232652565633,98.4469152223851,99.2674739069486,101.931722946584,101.420308482098,2.56054994137971,98.4408085163129,101.81256006986,3.19776870748299,102.884054421769,103.239860544218,3.94008302688599,102.961776733398,99.1898803710938,0.923178516727392,100.918861048156,101.728075007533
"2347","OKC","MIN",2016-01-15,-13,113,93,-20,-7,-12.4356893589915,111.264747043579,98.719926137102,-12.2494038598129,-12.7181629218175,110.084705962327,109.739649602039,96.967680556541,96.8117212832525,-11.0534919213841,108.997029348311,97.377474837991,-9.47575850340136,107.466789115646,95.0886972789116,-5.72672605514526,107.772079467773,94.1126174926758,-9.58275146704526,108.074431184645,98.6131396786467
"2348","DAL","BOS",2016-01-18,2,118,113,-5,-7,2.10710842297662,100.459841718319,102.617905396297,0.73912364384057,0.378910118637994,101.930704154228,100.659439999702,103.424727578431,102.669987080986,-0.320758329299143,102.802026825017,103.837811507756,-0.953727891156462,101.952761904762,103.110840136054,-1.82698965072632,101.303871154785,101.177284240723,-1.12137962267642,102.741745040611,102.22831109219
"2350","CHA","MIA",2016-02-05,-4,95,98,3,7,-3.71001068981062,99.4775775978408,95.796441692706,-1.37700056480459,-1.33894710093844,98.7340215114172,99.158734131019,97.3452790152702,97.7403683388966,-1.16190775926339,99.4982009815157,97.6880139903711,1.76081632653061,99.6047210884354,99.1874761904762,1.49050676822662,97.6909408569336,96.8786010742188,-1.21482570276758,100.689526705269,99.2857247870874
"2356","SAS","MEM",2016-03-25,-13,110,104,-6,7,-12.4356893589915,101.933237899036,89.4622253965146,-12.6515963812289,-13.4672097730123,106.301190767062,105.926167672963,92.9373901672339,92.4905144776213,-12.4220109932668,104.369639862478,92.8848764621059,-12.7501836734694,103.857836734694,94.6117891156463,-11.0940608978271,100.465278625488,97.3811111450195,-10.844575555536,105.026248094251,95.9011295909838
"2358","CHI","DET",2016-04-02,-3,90,94,4,7,-2.74049083767941,104.880030260471,102.130657988897,-2.02523589613867,-1.43586828254916,100.685733951609,99.8010493484107,100.234117709533,100.072622610776,-0.625092354952863,101.980802474604,102.160374459153,-2.19269387755102,103.084693877551,101.128360544218,-2.00724625587463,105.20043182373,102.859069824219,-1.92640714350042,102.433903094892,101.676518326897
"2359","MIN","DAL",2016-04-03,3,78,88,10,7,3.07662827510782,101.196539808678,104.323271322194,0.907233735738893,1.02247475208951,102.39925405161,102.649388840036,103.175905155609,102.950233384447,0.057172464448957,103.746027271024,103.582475024734,0.690204081632654,104.337714285714,104.127006802721,3.30911707878113,99.4856567382812,101.249855041504,-0.859519659191056,104.366807749219,103.522497822217
"2369","PHI","CLE",2016-11-27,11,108,112,4,-7,10.8327870921575,99.4775775978408,110.413863914686,12.5048255471842,12.5032478838122,101.497937826401,102.957202185852,111.551925099339,111.721797793924,11.9088131921245,102.283617616732,112.367694799725,7.98732993197279,102.423972789116,114.167581632653,8.58125972747803,97.9675598144531,112.326156616211,7.96647274475773,102.215166833661,108.688094411412
"2371","NOP","MEM",2016-12-05,-5,108,110,2,7,-4.67953054194182,100.950973778558,96.2836891001054,-0.00560946722899747,0.157729174032265,100.257659826851,102.259049930405,100.522533499272,100.520941029532,-0.371125200859961,99.8779574656702,100.63296124561,-0.970442176870749,103.292897959184,99.5369795918367,-3.50413703918457,103.537925720215,101.23429107666,-1.47713284394814,102.096443510114,101.05987368241
"2372","ATL","OKC",2016-12-05,-4,99,102,3,7,-3.71001068981062,108.563520712264,104.810518729594,1.69023594452599,1.62207271173019,106.894851996552,106.387952281906,110.775613436156,110.771982612178,1.10611559826381,105.966414796816,109.849604857563,0.608360544217687,107.637782312925,106.609955782313,-4.7664098739624,107.819480895996,109.887763977051,-0.471393041972478,104.659527816978,106.784608201671
"2373","MIL","ATL",2016-12-09,-3,110,114,4,7,-2.74049083767941,104.388898200232,101.643410581498,-7.89947554869554,-8.10466854738785,110.372802573622,109.806926121042,99.8198452470186,100.116138855394,-6.61678311062989,108.150268608565,100.295946864743,-4.56326870748299,108.687156462585,99.8005646258503,-4.62644672393799,109.143882751465,97.9933242797852,-5.22673640157352,107.862151059639,100.049654283011
"2374","NOP","GSW",2016-12-13,11,109,113,4,-7,10.8327870921575,107.090124531547,117.966198729376,11.4004840234493,11.0660438265887,105.954602455134,104.281967594047,114.596609724374,114.63551782269,9.527333194402,107.363287095535,115.002628988638,5.48598639455782,106.396360544218,115.831863945578,6.49114513397217,99.4026641845703,115.951454162598,7.05653408273049,106.297297460076,110.85155894775
"2377","POR","DAL",2016-12-21,-6,95,96,1,7,-5.64905039407303,108.317954682144,102.617905396297,-4.43134934952661,-5.98692865369721,105.611546336413,105.897337922428,103.120200468865,102.081515086546,-3.36585294832954,105.324734801429,104.707710641869,-1.58212585034014,103.317136054422,103.127482993197,2.54494333267212,103.064300537109,101.217819213867,-4.05869654506352,107.018543918727,104.777774936762
"2380","ATL","SAS",2017-01-01,5,114,112,-2,-7,5.01566797937023,97.5130493568845,102.617905396297,6.18573297633298,6.04727037986147,101.060221234046,101.246408149737,105.437942100952,105.864630691218,6.72601277084048,100.430867607497,106.070567104901,9.29725850340136,99.9532653061224,108.13324829932,5.16471910476685,100.476081848145,109.216979980469,3.41185718815696,101.75704333114,104.695798681595
"2382","NOP","ATL",2017-01-05,-2,94,99,5,7,-1.7709709855482,105.37116232071,103.592400211095,0.383610637289417,0.0892017131367027,101.870663212262,102.158971164844,103.226912349102,103.199054391668,-0.54337420638841,103.470383101128,104.036369317044,-0.133765306122449,106.58612244898,103.365826530612,-3.37799000740051,107.92008972168,104.133918762207,-1.07932915434679,104.239253801843,102.795278578112
"2384","IND","NYK",2017-01-07,-7,123,109,-14,-7,-6.61857024620423,111.755879103818,105.054142433293,-4.17553522534378,-4.63735565489373,112.911744745233,112.141690882485,107.693882510905,108.394925550058,-4.75967689475551,113.038630483663,108.134411408787,-5.52657823129252,108.628068027211,106.100683673469,-3.53861546516418,111.379379272461,107.336029052734,-4.88030747404438,110.656015521665,105.57055882558
"2389","POR","ATL",2017-02-13,-2,104,109,5,7,-1.7709709855482,110.036916892981,108.221250581389,-0.551676697744352,-1.50873655955585,109.638691834453,109.97920531403,108.166731639719,108.180091223858,-1.12492660240369,110.486504416792,108.69644255484,-1.78712585034014,109.871931972789,107.388292517007,-1.4592399597168,109.22785949707,108.03849029541,-1.37021025921913,108.907613103869,106.707555099982
"2401","ORL","BKN",2017-04-06,-1,115,107,-8,-7,-0.801451133416999,111.510313073698,110.657487618386,-0.0731804996746049,-0.192009737748756,109.667085076784,108.819106292271,109.883315070316,111.220335038768,-1.76046529422817,109.329322321508,109.08449927166,-2.07805782312925,109.663442176871,108.777598639456,-0.297394990921021,109.851539611816,105.323432922363,-2.47258166293048,108.251628159523,107.367724723773
"2402","LAL","MIN",2017-04-09,6,110,109,-1,-7,5.98518783150144,107.826822621905,113.824595766482,0.541096003599074,0.213230274764892,110.346512001548,110.694491958615,110.132680858001,109.783348012023,1.59418085672512,109.702937395734,110.223456108159,3.2584387755102,111.865047619048,110.878523809524,6.07665634155273,111.941390991211,110.451766967773,1.66834591745792,108.311167933907,107.659256138162
"2422","MIA","CHI",2014-02-23,-7.5,93,79,-14,-6.5,-7.10333017226983,97.0219172966454,89.949472803914,-7.6457729766132,-7.16323141396138,98.9993399675159,98.5842437356495,94.0677725764209,94.5516621297416,-6.32992356729263,98.4986208834312,94.658292447633,-1.09590476190476,102.954136054422,95.1859387755102,1.73545587062836,96.7905883789062,95.0757369995117,-6.61330523564469,100.442341391107,95.9402205395889
"2427","DAL","BOS",2014-03-17,-11.5,94,89,-5,6.5,-10.9814095807947,107.335690561666,96.2836891001054,-9.80576650660592,-9.19740544928873,106.367627722565,106.136571841669,97.7325137929016,98.0508999502497,-9.46452238342404,104.671411437165,97.8379532230341,-8.64390476190476,105.050353741497,97.118731292517,-7.84410858154297,103.585159301758,97.8509979248047,-7.71006910304605,104.870650238411,98.2539113609974
"2430","PHI","BKN",2014-04-05,10.5,101,105,4,-6.5,10.3480271660919,98.7408795074822,109.195745396188,5.84805140419261,6.28540305800946,101.46988585202,101.245698770407,106.111228978272,104.386081012627,6.56279938384437,100.885937399008,105.850418770859,7.58040476190476,101.307897959184,105.204217687075,7.02271366119385,104.895782470703,114.492576599121,4.53500875762945,101.222782266232,104.788837006333
"2434","LAL","MIN",2014-11-28,-5.5,119,120,1,6.5,-5.16429046800742,109.300218802623,104.079647618495,-2.38627417600823,-3.05923822435261,107.727877716286,107.999659962271,107.992783409842,108.269473495891,-2.51353073860622,106.985801576625,106.450498571699,-2.2742619047619,110.44012244898,105.771156462585,-2.83454537391663,113.464691162109,99.0532302856445,-2.69237366266863,106.927214057652,104.244937635466
"2438","UTA","MIA",2014-12-12,-1.5,95,100,5,6.5,-1.2862110594826,96.0396531761672,94.8219468779074,-2.24395266711759,-2.41982706317562,98.5727874099564,99.5642429659234,93.7558961834779,95.0099439832909,-1.11217107108811,96.2696624125664,93.7530683301377,-1.04394557823129,97.3036190476191,96.6179727891156,-2.95916199684143,89.0245056152344,89.5808029174805,-1.9341562662441,99.4089373029259,97.1777801629065
"2440","TOR","ORL",2014-12-15,-6.5,95,82,-13,-6.5,-6.13381032013863,102.424369959275,96.2836891001054,-11.47022913786,-10.9532162742714,103.518948032016,103.447077328716,94.4459734351406,94.2872592587442,-10.2344002142859,103.706373919627,94.1893138347618,-8.46414965986394,103.925367346939,96.9982517006803,-8.56457328796387,100.073066711426,96.6516571044922,-8.35323059556219,103.930734024492,96.6612104060855
"2441","CHI","NYK",2014-12-18,-12.5,103,97,-6,6.5,-11.9509294329259,100.705407748439,88.7313542854156,-10.6647251018141,-9.85785609946314,101.811977580334,101.971221631356,90.729100411681,91.2131795217481,-10.1623589373955,102.996725967927,92.1021825412658,-5.90502040816327,106.376340136054,93.9691156462585,-5.73653221130371,105.35026550293,94.5101623535156,-7.79986433537236,102.039447901533,95.1614585103291
"2449","CLE","OKC",2015-01-25,-3.5,108,98,-10,-6.5,-3.22525076374501,107.826822621905,104.566895025894,-4.12366014192167,-3.52575888292768,105.029346462362,105.654825919054,101.957782140521,102.064416701263,-4.11731718452663,105.411779615789,101.679412237874,-2.71308843537415,104.256163265306,100.087234693878,-2.23392224311829,95.5156631469727,100.101722717285,-3.52061171465672,104.362601838929,100.480721161025
"2455","LAC","MEM",2015-02-23,-3.5,87,90,3,6.5,-3.22525076374501,103.161068049634,99.9380446556004,-5.66342699663453,-7.4368664877756,103.826200075254,103.169166529267,99.3989937584819,98.7686649625515,-3.79948285400927,104.019144360135,99.2640011165504,-4.10224489795918,101.379278911565,100.248700680272,-1.13630402088165,105.542686462402,97.4382095336914,-3.92307807945743,104.705157207106,99.471691621698
"2457","CHI","WAS",2015-03-03,1.5,97,92,-5,-6.5,1.62234849691101,93.3384268448523,95.065570581607,-3.47901172704382,-3.46594751007785,100.054221687301,99.4529056259713,94.2937006571534,93.9569614526367,-4.05866308439069,100.379663090734,94.8688992761314,-4.41021768707483,101.482755102041,92.2421530612245,-3.20511722564697,97.02197265625,87.5717926025391,-3.0511210871692,100.789025593157,96.2781169963345
"2459","MIA","POR",2015-03-18,2.5,108,104,-4,-6.5,2.59186834904222,99.9687096580799,102.617905396297,0.414144489387418,-0.525868004569895,99.5444665844165,99.9332785855494,99.3746827441721,99.0019871595363,2.0752137702611,97.6807722702161,99.7866618265978,1.78435714285714,99.2268639455782,99.8981360544218,7.84649658203125,102.426971435547,101.468132019043,0.981742496413084,99.7206656430548,99.9845898059937
"2467","NYK","NOP",2015-11-15,-1.5,95,87,-8,-6.5,-1.2862110594826,102.669935989395,101.399786877798,-6.01195976453794,-4.61977734785442,106.449567124745,104.051503962139,100.061843557316,100.873247029052,-7.2608299588789,106.013250142046,99.122585287422,-3.82323809523809,103.92056462585,98.456193877551,0.655299663543701,102.686096191406,97.4572296142578,-7.0516484673613,105.628291467114,100.410278581652
"2470","DET","HOU",2015-11-30,-4.5,116,105,-11,-6.5,-4.19477061587622,101.442105838797,97.258183914904,-4.02500785000382,-4.2103102026804,100.455448309426,100.214174355564,98.0013017754443,97.7537327636105,-4.99001859934329,101.093710389707,96.7162852775955,-2.96232993197279,101.499768707483,99.0640238095239,-3.71069478988647,101.131294250488,99.4146575927734,-3.88361753522401,101.734087920889,98.5998057247158
"2473","BOS","MIN",2015-12-21,-7.5,113,99,-14,-6.5,-7.10333017226983,108.809086742383,101.643410581498,-2.68988068333075,-2.38572675767332,102.909974000005,102.415419607166,102.243770109371,101.698465724893,-1.97776360805516,103.662996115129,101.177776898366,-4.7259387755102,105.458605442177,100.599173469388,-1.31933355331421,106.919540405273,102.032760620117,-3.47362523608066,104.679012736207,101.256757593099
"2475","MEM","LAL",2015-12-27,-9.5,112,96,-16,-6.5,-9.04236987653224,102.424369959275,93.3602046557093,-11.5315435610748,-10.7283368489826,104.119572531297,102.566889334363,94.1623662471554,93.772120238414,-11.4642330020479,103.045766421322,93.0959849599537,-9.1969149659864,100.162809523809,96.6704693877551,-12.1462574005127,100.31909942627,92.1290664672852,-7.70524523888951,102.681218383464,96.1148121900024
"2478","LAC","NOP",2016-01-10,-9.5,114,111,-3,6.5,-9.04236987653224,107.090124531547,97.989055026003,-6.86259869305585,-6.58618928200132,106.681831040089,106.579870553489,97.861736146783,97.38894594212,-10.3822603283378,107.54537489295,96.8426529498166,-10.889768707483,106.374680272109,99.1544931972789,-9.05054378509521,108.317108154297,94.8449172973633,-8.99743969162617,106.738109441539,98.6158613250827
"2488","DEN","SAC",2016-02-23,-2.5,110,114,4,6.5,-2.25573091161381,112.492577194177,110.170240210986,-1.06231121310371,-1.38115065570405,108.958371880308,108.716875213414,108.220735320977,108.162375229187,-1.83325929278355,109.578960724758,107.928923499008,-0.457755102040817,108.732258503401,105.903193877551,1.46166503429413,108.906921386719,103.955932617188,-1.54640838936548,108.538000075456,105.790390416268
"2493","DEN","BKN",2016-03-04,-5.5,120,121,1,6.5,-5.16429046800742,107.335690561666,102.130657988897,-4.80750284098255,-4.96821322372945,104.781295978076,104.397403779188,100.899895441202,101.289779306546,-4.93315302713817,105.159048547781,100.364130252295,-7.88213605442177,108.138639455782,102.394003401361,-5.30611753463745,103.840682983398,100.381423950195,-3.98029989947538,104.538116962334,101.061530024919
"2494","CHI","HOU",2016-03-05,-1.5,108,100,-8,-6.5,-1.2862110594826,109.054652772503,107.73400317399,0.334245796364607,-0.492232387216162,106.802346369943,106.878900191126,105.911257606958,106.440171969316,-0.116527850053375,106.526498469957,105.943833474458,-0.620214285714286,106.387680272109,105.453727891156,-0.0971902012825012,105.043518066406,104.391174316406,-2.4671100045875,105.836233546872,104.525380794808
"2502","WAS","BKN",2016-04-06,-11.5,121,103,-18,-6.5,-10.9814095807947,110.036916892981,98.9635498408017,-5.51876637772381,-5.61631060368968,108.873063809925,108.973247087959,101.952702264006,101.919987060703,-6.02753888642149,108.472666147724,100.284105162403,-6.19003741496599,112.694353741497,101.735653061224,-4.22466325759888,106.842025756836,99.7380142211914,-5.60504756037593,107.4560399385,100.686597078743
"2503","ORL","MIL",2016-04-11,-2.5,107,98,-9,-6.5,-2.25573091161381,106.107860411069,103.836023914795,-1.9994660529027,-2.45340450079715,106.448987627268,105.89762603224,103.61022355934,103.565222428857,-3.11346008323823,107.048557806892,102.407855695425,-5.01595238095238,106.337448979592,101.694197278912,-6.11130332946777,105.481224060059,101.022972106934,-3.48818468857249,105.933603591758,101.843053832186
"2511","NYK","ORL",2016-12-22,-4.5,106,95,-11,-6.5,-4.19477061587622,107.581256591786,103.348776507396,-3.23025734951394,-3.17259574921089,112.361002152436,113.243309683035,108.102416452761,107.937562509838,-2.91682044758415,110.29224369122,107.79854125017,-2.11998979591837,108.934544217687,104.806887755102,-2.50330281257629,109.915878295898,105.60750579834,-3.37015537708117,108.405562671299,105.29549665724
"2513","BOS","MIA",2016-12-30,-9.5,117,114,-3,6.5,-9.04236987653224,106.598992471308,97.5018076186037,-8.01570268503155,-7.3798857925847,110.165525851504,109.968494843644,102.289931430398,101.591164146889,-7.80078654986568,109.958916113586,102.652743873731,-6.60842517006803,104.857653061225,102.474782312925,-4.23718738555908,107.776893615723,102.437698364258,-6.37412843680413,107.566026831083,101.728529243362
"2515","LAC","PHX",2017-01-02,-4.5,109,98,-11,-6.5,-4.19477061587622,109.054652772503,104.810518729594,-9.49552049378905,-9.86633003307807,110.733133598971,111.728062702295,105.021571847654,104.960548060548,-9.253610508676,112.651788906378,105.583768545567,-10.3953843537415,113.551707482993,105.721884353742,-8.35188293457031,106.195442199707,104.049263000488,-9.34139066746668,111.823462110662,104.626252340103
"2518","MEM","UTA",2017-01-08,-2.5,88,79,-9,-6.5,-2.25573091161381,95.3029550858086,93.1165809520097,0.549967074289323,0.115963630029479,96.8048283677074,95.6851207784304,95.9883192766521,96.9006248564654,-0.495090597310534,98.5924091659832,96.1117917077953,0.618285714285714,100.894707482993,96.6214727891157,1.23647391796112,103.9287109375,95.0015106201172,-0.201182950495445,100.290029547924,98.4662092947703
"2531","SAC","ORL",2017-03-13,1.5,120,115,-5,-6.5,1.62234849691101,102.669935989395,104.323271322194,-3.21888365933813,-3.43562308383071,103.978564926046,104.215595486515,103.132507102177,103.901655205251,-4.19750201296569,105.978499770864,102.720493694728,-5.34631292517007,110.025727891156,105.980340136054,-4.53341722488403,105.887733459473,102.852279663086,-4.3279112017173,107.071550768549,102.692870903397
"2533","SAS","NYK",2017-03-25,-14.5,106,98,-8,6.5,-13.8899691371883,108.809086742383,94.8219468779074,-15.0367668477612,-14.640739475279,111.271880243762,110.664598200884,97.6389940241741,97.3705193765943,-13.0947020985411,111.129677433244,99.3431814672393,-12.0886360544218,110.180326530612,99.0769285714286,-8.79066181182861,111.550186157227,99.1108474731445,-9.66367308443892,109.083169739805,100.380275890386
"2536","PHI","CHI",2017-04-06,5.5,90,102,12,6.5,5.50042790543584,101.933237899036,107.49037947029,1.55677097700298,1.61276211258691,105.176805448466,105.350073534913,107.81897367693,107.509400937242,1.11073864056791,105.633029929231,107.872574078931,2.41445918367347,104.229959183673,108.013965986395,3.7712709903717,104.577117919922,112.967231750488,-0.184579542816863,104.886520678988,105.687980873485
"2538","CLE","PHI",2013-11-09,-8,127,125,-2,6,-7.58809009833544,104.143332170112,96.527312803805,2.05192404324641,2.45153014101693,97.7501851561019,97.134745642594,98.5635968588718,98.5839018996679,1.31821923365395,96.7791002549129,97.8373325671325,4.43451700680272,98.5748979591837,98.6112993197279,0.165986299514771,97.3913879394531,95.0498123168945,1.65758994190613,97.3859049568533,98.2995312156446
"2539","POR","PHX",2013-11-13,-7,90,89,-1,6,-6.61857024620423,105.37116232071,98.719926137102,-2.34876933218597,-3.7837721086623,104.409523460796,104.368995068081,100.549048833336,100.277582885077,-3.00565524626721,104.199134401659,100.432984403312,-2.6490306122449,106.94425170068,100.643221088435,-2.41956424713135,104.341041564941,98.6101760864258,-3.23090987493625,103.80442216744,99.8468028726301
"2551","PHI","PHX",2014-01-27,5,113,124,11,6,5.01566797937023,104.634464230351,109.682992803587,6.65978322329248,7.00331236534458,103.055102425114,103.61672619761,108.513561735761,108.788114052154,6.68080034970729,102.313532693274,109.036349484145,8.97491156462585,100.836503401361,110.855598639456,7.65765380859375,100.517120361328,109.560935974121,4.7225649094084,102.10345531979,106.487404753039
"2561","CHI","PHI",2014-03-22,-16,91,81,-10,6,-15.3442489153851,104.880030260471,89.4622253965146,-12.1111993835262,-10.8174061378167,100.76955185156,100.567415955434,89.7667061856005,88.674168792066,-11.9804867977247,100.174746694936,90.6902678412103,-11.8572857142857,100.632170068027,91.5456598639456,-11.4004926681519,96.6392288208008,88.0735626220703,-10.6201481976475,101.496609748482,93.5797033936973
"2563","BKN","HOU",2014-04-01,-3,105,96,-9,-6,-2.74049083767941,106.353426441188,103.592400211095,3.20310299998809,3.71971755033184,104.347864933424,104.363644449714,106.203261951191,106.833489210486,2.14110361262617,104.614632392866,105.753468394098,3.24182653061224,102.790367346939,103.689914965986,3.0807831287384,95.1768798828125,107.078536987305,0.625649909839257,103.884400783748,103.431358104347
"2564","MIA","MIL",2014-04-02,-13,96,77,-19,-6,-12.4356893589915,104.388898200232,91.8984624335113,-14.6056287104066,-15.0335696048234,105.752270615138,105.089314322019,92.2728775591648,93.2068603505349,-14.9979726334629,105.334557071251,91.7296455101041,-11.4251496598639,107.540863945578,90.4317891156463,-10.458592414856,107.49488067627,88.4629898071289,-11.3772810147496,104.55174337227,94.5620635922744
"2568","CHA","PHI",2014-04-12,-12,111,105,-6,6,-11.4661695068603,109.545784832742,97.989055026003,-12.1424910101622,-11.5619463245511,106.409957473941,105.525905049014,96.2102979005708,96.100260946788,-11.9613982443682,106.086869067384,96.0249576836294,-11.7954965986395,102.496278911565,96.1910442176872,-4.16753101348877,95.2898178100586,96.8302001953125,-9.15348346807069,105.967027702737,97.6744889441326
"2572","ATL","DEN",2014-12-07,-6,96,84,-12,-6,-5.64905039407303,108.563520712264,102.861529099996,-7.15855505942693,-7.24644535356021,107.422246701846,107.13361996269,100.622044843058,100.90624597009,-8.11759801577151,108.521670204425,100.936439420975,-7.54426190476191,107.516918367347,97.9321734693878,-7.30124473571777,108.434219360352,100.904441833496,-7.01576919550349,107.68961939684,100.724675153902
"2574","DEN","LAC",2014-12-19,3,109,106,-3,-6,3.07662827510782,106.353426441188,109.439369099887,6.26723303367486,7.19683482823497,101.858247770889,101.611123413148,105.571636472895,105.542489245092,5.52325755811208,102.560759949238,104.902828250242,4.46772789115646,102.300306122449,104.794846938776,4.57352781295776,103.774307250977,107.512245178223,3.48225575760777,102.946530009226,104.361627738469
"2577","DEN","MIN",2014-12-26,-10,106,102,-4,6,-9.52712980259785,111.510313073698,101.887034285198,-5.52876860534927,-5.40925606663716,105.91446231732,106.210021360928,102.221149655616,102.023866007374,-6.37615342576302,106.313219962299,100.666928737103,-5.01306462585034,106.773496598639,100.840697278912,-6.11285448074341,106.181732177734,101.098190307617,-5.7123230712946,105.576286514169,100.364656400603
"2579","NYK","MIL",2015-01-04,7,82,95,13,6,6.95470768363264,93.0928608147327,100.1816683593,3.36802683221654,3.16185888795607,92.0184458992038,92.2803198100157,98.5087509294854,99.1364045574485,3.5520504633249,93.2422279517648,98.2024871507974,0.584632653061224,92.8058843537415,100.177159863946,-0.67313539981842,91.0407638549805,104.929008483887,2.0642052516669,95.9450662569671,98.9700161665183
"2583","GSW","DAL",2015-02-04,-8,128,114,-14,-6,-7.58809009833544,112.492577194177,104.810518729594,-5.18965180136813,-5.85879506309209,108.596501127025,107.505333768956,102.667679902576,102.601645803147,-6.5575171059956,109.650628702603,102.132785033614,-7.50687755102041,109.581768707483,98.7298571428572,-6.50218105316162,108.499267578125,96.8677749633789,-6.28890477040685,108.008684265005,101.938107687355
"2585","LAL","BKN",2015-02-20,3,105,114,9,6,3.07662827510782,96.0396531761672,99.2071735445014,-1.32107851940766,-1.55627840023537,98.2173933201042,97.8745061967683,97.5471793993383,97.4202844990065,-1.40811111607588,99.1693564854412,97.9376956863063,-1.51650680272109,96.6446258503401,99.756693877551,1.11797773838043,94.9062881469727,99.9037857055664,-0.649170477773793,100.033022613614,99.6783308875431
"2590","TOR","MIN",2015-03-18,-11,105,100,-5,6,-10.4966496547291,110.52804895322,99.9380446556004,-10.8405601771133,-10.9931807997148,107.516771336482,108.471780094033,98.3896291228756,98.6802634132953,-10.7311121940249,108.749827612483,98.0794500449249,-8.64300340136054,110.019653061225,100.795897959184,-10.9393949508667,108.840339660645,99.2576599121094,-8.52956014787071,107.643087048691,98.8276172432314
