HOME,MATCHUP,ROAD,GAME DATE,W/L,SPREAD,TOTAL,H.OeFG,H.OTOV,H.OREB,H.OFT,H.OeFGL5,H.OTOVL5,H.OREBL5,H.OFTL5,H.DeFG,H.DTOV,H.DREB,H.DFT,H.DeFGL5,H.DTOVL5,H.DREBL5,H.DFTL5,H.PACE,H.PIE,H.REST,H.B2B,H.TRAV,H.3IN4,R.OeFG,R.OTOV,R.OREB,R.OFT,R.OeFGL5,R.OTOVL5,R.OREBL5,R.OFTL5,R.DeFG,R.DTOV,R.DREB,R.DFT,R.DeFGL5,R.DTOVL5,R.DREBL5,R.DFTL5,R.PACE,R.PIE,R.REST,R.B2B,R.TRAV,R.3IN4,H.ORTG,H.DRTG,H.NRTG,H.ORTGL5,H.DRTGL5,H.NRTGL5,R.ORTG,R.DRTG,R.NRTG,R.ORTGL5,R.DRTGL5,R.NRTGL5,H.PPG,H.PPGA,H.PPGL5,H.PPGAL5,R.PPG,R.PPGA,R.PPGL5,R.PPGAL5,H.PTS,R.PTS,Diff,ActTotal
ORL,ORL vs. MIL,MIL,11/13/2013,W,-7.5,194,0.503654971,15.90373237,26.37681159,0.169590643,0.492874109,15.64860781,27.18894009,0.185273159,0.455369596,12.29634184,73.49081365,0.20223152,0.45814978,11.4416476,74.46808511,0.165198238,97.82868895,49.1954023,2,0,0,0,0.489,15.6,21.8,0.213,0.489,14.1,22.8,0.228,0.514,15.4,70.7,0.253,0.511,14.2,69,0.26,92.8,45.8,1,1,1,0,99.60898832,98.53798281,1.071005508,99.20315518,98.3258571,0.877298086,98.79695041,105.9532247,-7.156274254,101.7736486,108.103507,-6.329858331,100.625,99.75,98.6,98.2,94.16666667,99.66666667,96.4,101.6,94,91,-3,185
UTA,UTA vs. NOP,NOP,11/13/2013,W,2.5,189.5,0.426470588,16.74662804,30.7486631,0.222910217,0.416458853,16.55020228,29.43722944,0.21446384,0.500789889,14.83021159,70.47619048,0.27014218,0.518656716,14.5554975,69.63350785,0.23880597,93.84235,38.30090176,2,0,0,0,0.46,12.8,26.5,0.218,0.469,12.5,24.9,0.204,0.523,16.2,77.3,0.239,0.534,15.9,76.7,0.202,93.6,48.9,1,1,1,1,90.40532806,105.4548313,-15.04950321,88.27238335,107.3491253,-19.07674195,99.54316565,102.8301389,-3.286973213,100.0996843,104.3352355,-4.235551167,86.875,100.625,84,102.6,95.875,97.375,96.4,98,111,105,-6,216
ATL,ATL vs. NYK,NYK,11/13/2013,L,-4.5,201.5,0.517979452,12.39974673,19.52054795,0.219178082,0.511600928,11.72075306,21.12676056,0.187935035,0.518010292,14.63067433,78.5467128,0.190394511,0.5,14.49647681,78.97196262,0.200956938,97.8432,53.98264984,2,0,0,0,0.477,14,24.3,0.162,0.469,12.5,25.1,0.154,0.493,16.7,72.1,0.312,0.493,15.5,69.9,0.347,93.1,44.8,3,0,0,0,104.5529754,102.6296147,1.923360665,104.1832987,100.4080326,3.775266096,97.86039986,102.9391134,-5.078713496,98.37719667,106.7887109,-8.411514237,104.7142857,102.1428571,104.4,100.4,93,97.83333333,93.6,100.8,91,95,4,186
LAC,LAC vs. OKC,OKC,11/13/2013,W,-4.5,209.5,0.53742515,13.70293827,27.10843373,0.241017964,0.526744186,12.96736546,25.23364486,0.202325581,0.52587519,14.82080302,72.94117647,0.243531202,0.517114914,14.24085299,74.88372093,0.234718826,97.9363,52.92010032,2,0,0,0,0.469,15.3,29.4,0.299,0.474,15.7,30.7,0.287,0.492,16.3,75.9,0.22,0.492,15.6,75.6,0.214,97.6,52.8,3,0,0,0,109.8310676,106.5561454,3.274922126,107.7328226,105.1203111,2.612511492,102.0982261,98.38530431,3.712921797,102.2187005,99.27513394,2.943566533,109.875,106.375,108,103.8,102.8333333,100.3333333,103.2,100.8,111,103,-8,214
POR,POR vs. PHX,PHX,11/13/2013,W,-7,203.5,0.520134228,12.95473773,30.24054983,0.182885906,0.538834951,14.41083995,31.60621762,0.196601942,0.491749175,10.91354344,71.47540984,0.174917492,0.504716981,11.77632579,72.9468599,0.169811321,93.2988,53.2769556,2,0,0,0,0.517,16.5,25.2,0.198,0.533,17.2,22.5,0.198,0.467,14.9,75.2,0.213,0.483,14.6,79.1,0.217,96.9,53.2,3,0,0,0,109.0533748,105.665603,3.387771834,110.9186174,106.2744431,4.644174304,101.7391304,96.72961769,5.009512747,102.0938224,98.55635758,3.537464846,104.1428571,100.2857143,105,100,100.2857143,96,102.2,99.4,90,89,-1,179
MEM,MEM vs. TOR,TOR,11/13/2013,L,-6.5,185.5,0.497302158,15.70879151,23.89705882,0.210431655,0.493523316,15.93346806,24.87046632,0.21761658,0.513711152,15.27217192,75.45126354,0.237659963,0.497382199,14.92942454,74.61139896,0.269633508,92.3418651,48.77598152,2,0,0,0,0.46,13.1,32.9,0.216,0.453,12.5,31.7,0.231,0.503,15,76.6,0.227,0.503,14.5,72,0.23,91.3,46.2,2,0,0,0,99.48918983,104.0038475,-4.51465771,99.64855135,103.4793041,-3.830752793,101.2045038,100.1357773,1.068726472,101.9214703,102.598604,-0.677133644,95.71428571,98.85714286,93,96.6,96.625,95.875,97.6,97.6,87,103,16,190
SAS,SAS vs. WAS,WAS,11/13/2013,W,-10.5,198.5,0.51988218,12.77985516,21.40762463,0.142857143,0.522891566,13.13385107,21.42857143,0.173493976,0.47723824,15.06804163,80.29411765,0.15629742,0.467741935,16.35105331,81.10599078,0.151364764,95.2168,55.91066615,2,0,0,1,0.509,14.7,24.6,0.184,0.516,14.4,22.8,0.176,0.531,16.6,72.5,0.204,0.524,16.6,72.5,0.209,97.1,46.9,1,1,1,1,104.0047663,93.5487169,10.45604945,105.3376634,90.31672715,15.02093627,102.0724221,103.9286709,-1.856248796,102.2129797,103.125246,-0.91226633,100.375,91.5,101.2,87.6,103.5714286,106.5714286,104.2,104.8,92,79,-13,171
NYK,NYK vs. HOU,HOU,11/14/2013,L,1.5,206,0.478741497,12.92657704,23.24840764,0.153061224,0.483758701,10.99984828,23.07692308,0.150812065,0.492438563,16.47424028,73.00380228,0.296786389,0.505277045,14.77720521,71.80851064,0.343007916,92.778,45.71293226,1,1,1,0,0.521,17,28.9,0.322,0.502,16.9,26.6,0.3,0.462,11.8,72.4,0.198,0.459,12.6,71.8,0.186,98.9,55.1,1,1,1,1,98.65240512,102.1884608,-3.536055718,101.8424611,108.0363912,-6.193930083,103.9022501,100.1767826,3.725467582,99.55340528,98.10405644,1.449348847,93.28571429,96.85714286,96.4,102.6,107.3333333,105.7777778,107,106.8,106,109,3,215
GSW,GSW vs. OKC,OKC,11/14/2013,W,-5,206.5,0.561611374,18.62497126,22.11538462,0.18957346,0.535443038,19.12186512,23.5,0.17721519,0.445175439,14.86287103,73.68421053,0.233918129,0.439716312,15.1419114,75,0.212765957,99.3818,57.14862682,2,0,0,0,0.473867596,15.89223551,28.14569536,0.306620209,0.496341463,15.93806922,29.18660287,0.319512195,0.491467577,16.50330066,73.65079365,0.233788396,0.493023256,16.25960008,72.53218884,0.211627907,98.26531848,51.32978723,1,1,1,0,103.7712288,93.57963396,10.19159481,99.21912735,90.77334172,8.445785638,101.7179024,99.46431561,2.253586743,105.4984705,100.1711663,5.327304204,103.875,96.125,98.6,92.4,102.8571429,101.8571429,107.6,103,116,115,-1,231
PHX,PHX vs. BKN,BKN,11/15/2013,L,-1,197.5,0.509146341,16.13423685,24.62462462,0.1875,0.526829268,15.46891308,21.07843137,0.175609756,0.464925373,14.93482983,74.37325905,0.207462687,0.485781991,14.98757128,77.62557078,0.17535545,96.62555,52.76872964,2,0,0,0,0.476021314,15.05785386,22.68041237,0.238010657,0.468523002,14.66920933,23.04147465,0.213075061,0.484589041,13.35858062,73.96825397,0.243150685,0.484988453,13.05342965,73.5042735,0.207852194,95.19185455,46.54205607,2,0,0,0,100.6719951,96.23156193,4.440433181,102.1152443,97.16534168,4.949902662,96.94970192,102.7516545,-5.80195256,95.88985788,102.5661652,-6.676307351,98.875,95.25,100.8,96.8,95.71428571,101.1428571,95,102,98,100,2,198
CLE,CLE vs. CHA,CHA,11/15/2013,L,-6,187.5,0.447096774,14.37527453,26.52068127,0.183225806,0.462414579,13.06744952,27.65957447,0.182232346,0.496648794,14.38364549,75.69060773,0.230563003,0.535714286,13.16277345,73.19587629,0.233333333,94.98461538,42.43937233,2,0,0,0,0.435303514,13.09827244,26.25368732,0.287539936,0.447780679,13.69237791,28.71287129,0.326370757,0.489827856,14.36162574,74.69512195,0.208137715,0.49009901,13.00970874,76.30331754,0.193069307,92.54875,47.3172988,2,0,0,0,93.53436688,102.322141,-8.787774153,98.45231343,112.4333197,-13.98100623,95.59094984,100.8557457,-5.264795877,100.0341997,101.9354839,-1.901284145,92.77777778,101.4444444,97.2,109.6,90.625,94.875,93.6,94.8,80,86,6,166
TOR,TOR vs. CHI,CHI,11/15/2013,L,-1,181.5,0.465240642,13.1638026,32,0.240641711,0.461084906,12.26118147,30.35714286,0.247641509,0.498579545,15.28826283,76.05633803,0.215909091,0.483502538,15.48623032,71.79487179,0.228426396,91.28101357,47.87445371,2,0,0,0,0.455208333,16.37925706,30.19607843,0.24375,0.453400504,16.26046651,31.57894737,0.249370277,0.463265306,15.74365623,72.45283019,0.187755102,0.44138756,15.09795257,70.43478261,0.167464115,93.5116,53.0224525,4,0,0,0,102.8217287,98.90669879,3.915029933,103.6702617,97.92914172,5.741119967,97.16570787,94.97634289,2.189364983,97.85945762,92.39771005,5.461747563,97.33333333,94.88888889,99.2,94.2,92.33333333,91,91.8,87.8,80,96,16,176
MIA,MIA vs. DAL,DAL,11/15/2013,W,-8.5,205,0.589464883,15.32989944,18.21428571,0.24916388,0.60026738,13.94200127,20.71005917,0.235294118,0.522364217,16.78088622,72.45901639,0.234824281,0.517721519,16.49852082,70.10309278,0.207594937,93.8693,55.75868373,3,0,0,0,0.515261628,14.59902822,27.37752161,0.210755814,0.526682135,15.5369273,27.61904762,0.153132251,0.506944444,16.68149466,73.0994152,0.260802469,0.508495146,16.54914376,73.36448598,0.208737864,98.5831,51.83731716,3,0,0,0,111.7216117,104.275151,7.446460711,114.9695984,104.6194494,10.35014894,106.4413202,102.3290387,4.112281519,104.9402648,101.2186322,3.721632527,106.75,100.125,107.4,98.2,106.75,103.25,104,101,110,104,-6,214
SAC,SAC vs. DET,DET,11/15/2013,L,-2,198,0.462393162,11.53512105,23.88535032,0.205128205,0.457647059,11.53817054,23.37662338,0.190588235,0.512727273,15.21298174,73.72262774,0.223636364,0.509975062,14.68904998,73.13432836,0.199501247,92.3664,44.7706422,2,0,0,0,0.477462437,13.80026334,31.72205438,0.225375626,0.456018519,12.52774,31.57894737,0.212962963,0.541977612,17.64517164,72.15686275,0.277985075,0.547244094,17.96520424,70.78651685,0.262467192,93.9365349,44.79166667,3,0,0,0,99.86704539,104.4644486,-4.597403249,99.01407264,103.9982986,-4.984225958,103.2357923,107.8159154,-4.5801231,101.0899409,108.4312081,-7.341267127,94.42857143,98.14285714,94,97.8,101,104.2857143,97.2,103.4,90,97,7,187
LAL,LAL vs. MEM,MEM,11/15/2013,L,3.5,198,0.476082005,14.45947841,24.63768116,0.17881549,0.477116705,15.68928248,28.51239669,0.164759725,0.495480226,12.11887031,75.80993521,0.204519774,0.455479452,12.07479473,73.64016736,0.260273973,100.39316,43.90951276,2,0,0,1,0.492946708,15.94011241,24.43729904,0.200626959,0.498687664,16.38114786,22.82608696,0.19160105,0.51465798,15.05081154,75.55555556,0.265472313,0.513550136,15.74708978,75.95628415,0.260162602,92.1717964,47.6810415,2,0,0,0,97.15101945,103.046595,-5.895575532,96.90076094,99.28007431,-2.379313376,98.19436517,105.5048307,-7.310465487,97.48644228,103.7843034,-6.297861161,99.3,105.8,97.8,102.6,94.625,99.375,90.6,95,86,89,3,175
IND,IND vs. MIL,MIL,11/15/2013,W,-14,183.5,0.509001637,16.35967038,25.16556291,0.224222586,0.512722646,14.67365785,26.17801047,0.190839695,0.426493109,14.71705279,76.16438356,0.182235835,0.43622449,14.47234608,76.44444444,0.211734694,92.16655,61.58759124,4,0,0,0,0.488138686,15.89999452,21.28378378,0.22080292,0.494871795,16.33610086,19.33962264,0.21025641,0.509107468,15.35064096,70.73170732,0.242258652,0.512437811,14.08609421,71.83098592,0.228855721,92.764,46.30655586,2,0,0,1,101.3080619,89.47006194,11.83799999,103.6606523,92.72997033,10.930682,98.41574652,105.0649824,-6.649235869,97.63832095,106.6802134,-9.041892406,94.875,84.5,95.6,85,93.71428571,98.85714286,93.6,100.8,104,77,-27,181
DEN,DEN vs. MIN,MIN,11/15/2013,W,2,210,0.470345964,13.48966213,28.52664577,0.217462932,0.48951049,14.59315001,28.37837838,0.226107226,0.477346278,12.3642482,73.556231,0.187702265,0.476958525,13.50390903,74.35897436,0.205069124,97.9804,49.47029019,2,0,0,0,0.483688833,13.29431118,26.2254902,0.254705144,0.505592841,13.34951456,27.92792793,0.225950783,0.493670886,15.74233417,73.72262774,0.148101266,0.506928406,14.64599557,75.44642857,0.159353349,99.7463286,55.29939161,2,0,0,0,100.1139277,101.2157357,-1.101808094,102.222398,100.0397772,2.182620728,103.7759973,98.06279517,5.7132021,107.4203574,100.6179686,6.802388794,100.4285714,100.8571429,103.4,100.6,108.2222222,99.66666667,110.6,101.6,117,113,-4,230
ATL,ATL vs. PHI,PHI,11/15/2013,W,-8.5,208,0.514372163,12.68444817,19.75683891,0.21785174,0.51076555,12.38645747,22.27979275,0.198564593,0.514157973,13.63000932,79.16666667,0.178837556,0.502398082,13.53078253,77.9342723,0.175059952,96.9416,53.4656914,2,0,0,0,0.503128911,15.35614818,25,0.181476846,0.494456763,14.56676721,25.77777778,0.184035477,0.509535161,14.45792181,72.36533958,0.141835518,0.505263158,12.96732907,72.38493724,0.143157895,99.79425503,48.41791045,2,0,0,0,103.7365294,102.739726,0.996803331,104.1156296,101.4182058,2.697423789,99.95365689,102.8337345,-2.88007764,100.6622012,103.8272073,-3.165006027,103,101.25,102,98.4,105.4444444,108.2222222,105.8,109.6,113,103,-10,216
BOS,BOS vs. POR,POR,11/15/2013,L,1.5,194,0.490984743,16.07247224,26.1707989,0.199722607,0.495402299,12.83273447,26.7281106,0.163218391,0.474341193,15.17201788,69.84536082,0.244105409,0.473815461,15.28657728,72.98578199,0.249376559,93.73373333,48.84169884,2,0,0,0,0.511764706,13.2549562,30.35714286,0.180882353,0.508433735,14.44230484,32.69230769,0.187951807,0.487716763,11.20082139,72.44318182,0.167630058,0.489182692,12.2445856,74.28571429,0.185096154,93.4479,53.02166477,2,0,0,0,98.70707632,100.1770571,-1.4699808,102.9785837,98.77356161,4.205022127,106.9749216,104.0679928,2.906928787,105.9142518,103.2687548,2.645497021,94.66666667,95.55555556,100.4,96,102.375,98.875,100,96.8,96,109,13,205
UTA,UTA vs. SAS,SAS,11/15/2013,L,10,194,0.441504178,17.00338055,31.38686131,0.239554318,0.448849105,16.73609045,28.50678733,0.235294118,0.503481894,14.53548735,70.78651685,0.260445682,0.515892421,14.1896938,69.94818653,0.224938875,93.86657778,40.7980456,2,0,0,0,0.523809524,13.26119245,20.63492063,0.136243386,0.536945813,13.6697391,20.58823529,0.147783251,0.466666667,14.53488372,79.94923858,0.148,0.448905109,14.28571429,81.30434783,0.131386861,94.83786667,56.61991105,2,0,0,0,93.18780928,105.9174077,-12.72959842,93.31030415,107.6214405,-14.31113638,103.5160768,92.4406146,11.0754622,105.5139551,89.05263158,16.46132349,89.55555556,101.1111111,88.6,102.8,99.44444444,90.11111111,99.2,84.6,82,91,9,173
NYK,NYK vs. ATL,ATL,11/16/2013,L,-4,202.5,0.479259259,12.33981965,23.31460674,0.165925926,0.48018648,9.724658684,21.83406114,0.177156177,0.495812395,16.55077158,72.66666667,0.326633166,0.508152174,15.82519829,70,0.377717391,92.95545,45.67445674,2,0,0,1,0.517520216,12.88712937,19.45205479,0.227762803,0.513157895,12.66199911,20.94240838,0.21291866,0.511889036,13.70399374,79.31937173,0.182298547,0.501182033,13.03538175,79.27927928,0.1678487,97.48168889,53.66759517,1,1,1,1,99.89470913,103.8477779,-3.953068761,102.8581064,109.0375786,-6.179472244,104.2315565,102.4093683,1.822188195,104.2169644,100.814664,3.402300478,94.875,98.375,97.6,102.6,104.1111111,101.4444444,103.6,99,90,110,20,200
LAC,LAC vs. BKN,BKN,11/16/2013,W,-13.5,202,0.531830239,14.21127428,28.64721485,0.24933687,0.502369668,14.64599557,29.03225806,0.213270142,0.523907104,15.3668077,73.68421053,0.255464481,0.509950249,15.48901018,76.99530516,0.233830846,98.40506667,53.30578512,3,0,0,0,0.472307692,14.50209475,23.66863905,0.24,0.47810219,14.55815985,25,0.233576642,0.485671192,13.76501638,74.65181058,0.244343891,0.48108747,13.7293157,75.21367521,0.222222222,94.13253198,47.01523261,1,1,1,1,109.3584305,105.7462091,3.612221443,103.4454999,102.1649234,1.280576543,97.61168298,102.2790721,-4.667389151,98.48545879,101.097748,-2.612289209,110,106,102.8,100.8,96.25,100.75,97.8,100.2,110,103,-7,213
MIN,MIN vs. BOS,BOS,11/16/2013,W,-10,202.5,0.487654321,13.31706647,26.16407982,0.244668911,0.529933481,12.88570036,29.30232558,0.210643016,0.496617813,15.38515333,73.24561404,0.14994363,0.502242152,13.39631954,73.91304348,0.159192825,100.2815208,54.24113475,1,1,1,1,0.491895262,15.90558295,24.38423645,0.198254364,0.49765808,12.97064927,23.74429224,0.177985948,0.48132005,15.29728335,70.657277,0.244084682,0.488833747,14.55630896,73.78640777,0.267990074,94.26032,47.95501022,1,1,1,1,103.9276426,99.22110454,4.706538105,112.0716633,102.3022944,9.769368867,98.38923946,100.9206799,-2.531440431,102.7312992,102.7173023,0.013996872,108.7,101.4,114.6,103.8,94.8,96.9,100.2,100.4,106,88,-18,194
WAS,WAS vs. CLE,CLE,11/16/2013,L,-7.5,192.5,0.49351585,14.15641163,24.27440633,0.171469741,0.493181818,12.71216787,19.50207469,0.165909091,0.534534535,16.67935342,74.14330218,0.189189189,0.516509434,16.67376188,74.52830189,0.176886792,96.43438782,45.79270495,3,0,0,0,0.445550351,14.4901286,26.09649123,0.180327869,0.445727483,14.35132032,26.69491525,0.17551963,0.492130751,14.46897925,75.42997543,0.225181598,0.510514019,13.19261214,72.90640394,0.205607477,94.57344,42.69081501,1,1,1,1,99.8608903,103.4159344,-3.555044144,99.11635909,100.6355932,-1.519234134,92.87454324,101.4130832,-8.538539961,93.43904215,106.9769337,-13.53789159,100.5,104.75,101.4,102.6,91.5,99.9,92.4,105,96,103,7,199
ORL,ORL vs. DAL,DAL,11/16/2013,L,2.5,204,0.501305483,15.79888712,26.66666667,0.171018277,0.486714976,16.01397583,27.06422018,0.185990338,0.457648546,12.83925256,74.28571429,0.208596713,0.472665148,12.64816421,74.77477477,0.184510251,97.25116339,49.36535163,3,0,0,0,0.521653543,15.42964084,26.37075718,0.213910761,0.52189781,17.86365293,25.71428571,0.175182482,0.513850416,16.56025539,74.3315508,0.268698061,0.520100503,17.143274,73.60406091,0.243718593,98.54226667,50.87554722,1,1,1,0,99.62322695,98.28417282,1.339054129,97.85533719,99.71051785,-1.855180658,106.0250564,103.2656664,2.759390071,101.2939749,102.9577692,-1.663794252,99.88888889,98.77777778,96,99.2,106.4444444,104,100.2,102.2,100,108,8,208
HOU,HOU vs. DEN,DEN,11/16/2013,W,-8.5,213,0.521262887,17.04625334,28.93401015,0.342783505,0.490074442,16.70074983,26.06635071,0.330024814,0.463675214,11.48454653,72.69076305,0.202991453,0.460743802,11.91953497,71.484375,0.19214876,98.46469818,55.05001613,2,0,0,1,0.477272727,13.34149862,28.84615385,0.210227273,0.498871332,13.03894298,29.6460177,0.221218962,0.483146067,12.51550594,73.65591398,0.183988764,0.484162896,13.3249176,73.07692308,0.194570136,98.8771,50.17489312,1,1,1,1,104.9722678,100.9349361,4.037331711,99.28544566,99.91843393,-0.632988275,101.3046057,101.7542988,-0.449693124,106.257379,101.3087354,4.94864357,107.5,105.8,105.6,107.8,102.5,102.375,108,102.8,122,111,-11,233
CHI,CHI vs. IND,IND,11/16/2013,W,-1,177.5,0.460714286,16.34508053,29.53020134,0.239285714,0.466334165,15.82749888,30.47619048,0.246882793,0.451923077,15.61755519,73.1629393,0.190559441,0.435990338,15.2674564,71.30434783,0.185990338,93.5256,54.17910448,1,1,1,0,0.512318841,16.15613287,25.4491018,0.226086957,0.505012531,14.02852467,28.94736842,0.200501253,0.421727395,14.80470391,75.05995204,0.172739541,0.43129771,14.9559194,74.43946188,0.183206107,92.11128889,62.99794661,1,1,1,0,97.81496418,93.21579606,4.599168128,99.99154406,91.70086257,8.290681481,102.3190743,88.7553041,13.56377017,105.4032821,91.09850164,14.30478048,92.85714286,89.42857143,94.6,87.6,95.88888889,83.66666667,96.6,82.2,110,94,-16,204
CHA,CHA vs. MIA,MIA,11/16/2013,L,8.5,193,0.436968839,13.33697387,26.30208333,0.274787535,0.442602041,12.71284382,25.83732057,0.267857143,0.483286908,14.49831564,75.06702413,0.201949861,0.481296758,13.49342929,76.66666667,0.177057357,92.35302222,48.20408163,1,1,1,1,0.587797619,15.34944481,17.62820513,0.258928571,0.593915344,13.62559242,18.34319527,0.251322751,0.528571429,17.40671253,73.60703812,0.235714286,0.533591731,17.15854496,75.13227513,0.22997416,94.35222222,55.7827476,1,1,1,0,95.27277853,99.28524094,-4.0124624,97.17086594,98.84073017,-1.669864228,111.6257527,104.094778,7.530974655,114.4299537,105.1264868,9.303466874,90.11111111,93.22222222,90.4,91.4,107.1111111,100.5555556,108.8,100.4,81,97,16,178
MIL,MIL vs. OKC,OKC,11/16/2013,L,10.5,198,0.474056604,15.84465094,22.98850575,0.204402516,0.474619289,16.78620479,24.07407407,0.205583756,0.512738854,15.25039013,70.84639498,0.242038217,0.53101737,13.93236125,73.84615385,0.205955335,92.62715,44.08468244,1,1,1,1,0.485474006,16.0369846,29.08011869,0.305810398,0.522058824,16.69595782,31.5270936,0.303921569,0.5,15.32524807,74.37325905,0.219117647,0.506756757,13.319313,73.93162393,0.191441441,98.01975116,51.12443778,2,0,0,1,96.52357124,105.7273403,-9.203769106,96.34931391,108.0429635,-11.69364956,103.5774536,101.7177914,1.859662196,108.9108911,104.9843014,3.926589676,91.625,99.5,91,102.2,104.375,103.625,110,107,79,92,13,171
NOP,NOP vs. PHI,PHI,11/16/2013,W,-8.5,204,0.467061924,12.75300313,26.56641604,0.214756258,0.475118483,12.31435182,26.36363636,0.208530806,0.528761062,16.52945442,75.65217391,0.255162242,0.532894737,16.69481118,72.77486911,0.242105263,93.64662222,48.28660436,3,0,0,0,0.502259887,15.25125801,24.43438914,0.184180791,0.492290749,13.78834885,24.34782609,0.182819383,0.5125,14.4582412,73.21814255,0.156521739,0.506550218,13.93609789,72.56637168,0.176855895,99.98898424,48.05929919,1,1,1,1,100.6556469,104.2496369,-3.593990009,102.3098167,105.9430423,-3.633225571,99.94679638,103.3466438,-3.399847466,101.1064479,103.5334347,-2.42698673,96.88888889,98.88888889,97.8,99.4,105.2,108.7,106,109,135,98,-37,233
GSW,GSW vs. UTA,UTA,11/16/2013,W,-15.5,198.5,0.560522696,17.29855879,21.91011236,0.181568088,0.541561713,16.84840224,22.27979275,0.173803526,0.458115183,15.10047625,72.77108434,0.240837696,0.477108434,14.70054446,73.14814815,0.219277108,99.03662222,56.12880886,2,0,0,0,0.438195303,16.88091283,31.3174946,0.221260816,0.436567164,15.87653227,29.56521739,0.21641791,0.501889169,14.73016588,72.04030227,0.256926952,0.516414141,14.7693706,71.50259067,0.25,93.9624,40.51470588,1,1,1,1,105.343953,96.07860186,9.265351152,102.8357102,98.78296146,4.052748704,92.23482488,104.8343178,-12.59949291,92.4674886,107.3723368,-14.90484823,105.2222222,98.22222222,99.8,97.4,88.8,100.1,87.6,101.6,102,88,-14,190
LAL,LAL vs. DET,DET,11/17/2013,W,2,204,0.478079332,14.22843099,23.29545455,0.170146138,0.481176471,14.07987127,25.21008403,0.157647059,0.490721649,11.93663903,76.03143418,0.201030928,0.458520179,11.01243339,73.25102881,0.213004484,99.41832727,43.97795854,2,0,0,0,0.478070175,13.48339648,31.38297872,0.219298246,0.46031746,10.96018399,30.64516129,0.204081633,0.534902597,17.47677583,72.57525084,0.261363636,0.555555556,16.60377358,70.27027027,0.258397933,93.71480514,46.12151318,2,0,0,0,96.86164674,102.6049308,-5.743284024,97.76536313,101.2048193,-3.439456149,103.1562741,106.416113,-3.2598389,103.2129183,111.5789474,-8.366029106,98.09090909,104.2727273,95.2,100.8,100.5,102.5,99.2,106,114,99,-15,213
SAC,SAC vs. MEM,MEM,11/17/2013,L,2.5,187.5,0.465413534,12.12322906,24.02234637,0.198496241,0.479665072,12.10142144,22.27272727,0.172248804,0.508661417,14.69182991,73.35423197,0.217322835,0.490243902,13.33383413,70.33492823,0.209756098,92.33805,44.68511833,2,0,0,0,0.486860304,15.29406801,24.08963585,0.196403873,0.482142857,14.64882413,22.27979275,0.176020408,0.5129683,14.68111749,77.5,0.24351585,0.509234828,13.8387485,77.66497462,0.229551451,91.89699954,48.67068415,2,0,0,0,99.42279178,104.227599,-4.804807261,100.2968617,103.7238565,-3.42699474,98.13474388,104.2159553,-6.081211457,96.71975074,104.0475143,-7.327763563,93.875,98,94.6,97.6,94,97.88888889,89.4,94.6,86,97,11,183
TOR,TOR vs. POR,POR,11/17/2013,L,-2,193,0.457228916,13.33161708,31.02678571,0.237349398,0.441451991,12.60080645,29.05982906,0.255269321,0.498086735,15.37293604,75.87939698,0.215561224,0.480049875,16.66300447,72.13930348,0.224438903,91.50912,46.95340502,2,0,0,0,0.515091864,13.60920105,29.41176471,0.187664042,0.523170732,15.29850746,32.82828283,0.192682927,0.489003881,11.54518223,74.43037975,0.169469599,0.473933649,11.41022666,78.57142857,0.151658768,94.06475556,53.68067227,2,0,0,0,100.7758475,99.18563374,1.590213785,99.68821792,96.91504121,2.773176705,107.0011992,103.0867928,3.914406348,107.8556263,98.91702908,8.938597249,95.6,95,97.2,95,103.1111111,98.55555556,101.6,92.8,110,118,8,228
CHI,CHI vs. CHA,CHA,11/18/2013,W,-12.5,181,0.474960876,16.10118075,29.21686747,0.23943662,0.488372093,15.70159314,28.28282828,0.260981912,0.448249619,14.93262953,73.18435754,0.199391172,0.409200969,14.54773129,70.56277056,0.210653753,93.58755,55.12216031,2,0,0,1,0.432826362,12.9976092,25.75406032,0.264892269,0.42039801,12.74345709,24.65753425,0.256218905,0.489199492,14.6295148,75.55555556,0.210927573,0.492327366,14.0072601,78.43137255,0.202046036,91.9338,46.86927865,2,0,0,1,99.98947479,93.76465073,6.224824065,102.7367879,89.46615022,13.2706377,94.58771632,100.3043422,-5.716625913,93.47973546,100.2419634,-6.762227901,95,90,95.8,85,89.2,93.6,88.2,92.8,86,81,-5,167
OKC,OKC vs. DEN,DEN,11/18/2013,W,-9,213,0.480978261,15.46023944,28.42377261,0.297554348,0.496350365,14.62301163,30.27522936,0.309002433,0.488250653,15.26191414,74.27184466,0.208877285,0.491011236,12.52116253,73.55371901,0.188764045,97.34373638,51.80640763,2,0,0,0,0.479452055,13.05154878,29.49640288,0.200498132,0.484649123,12.2942422,31.77966102,0.219298246,0.491172762,12.7420999,73.10513447,0.204287516,0.495337995,14.27676022,72.19730942,0.242424242,99.176,48.99488927,2,0,0,1,103.109984,99.8240985,3.285885478,108.1332363,103.5702926,4.562943696,102.1550211,103.3793285,-1.224307461,106.1413129,103.2477164,2.893596413,103,100.8888889,107,104.2,103.4444444,104.5555556,108.4,105.8,115,113,-2,228
